ASIN,Model Number,Manufacturer Name,Product Title,Price,Overall Rating,Rating Count,Review Count,Bought L Month,Product Link,Product Description
B0F6LTFFPM,Lenovo 15,Lenovo,"Lenovo 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021",27990,3.5,3,3,,https://www.amazon.in/Lenovo-15-Ryzen-7320U-Quad/dp/B0F6LTFFPM/ref=sr_1_79?dib=eyJ2IjoiMSJ9.Nc0tFlHW9FxjceVtzJ8PaC2hk27m45lJ5wVqHIKYUoS-u-ugNQ6EXSjSZmZeHZlAFy2dGLJZBM5bn0uQF8I-b6hmAOOqqEdO-0lOw9DLRb0zFmsDQ-5Ack22GV6txuEDhxt4ga1c2-C8EaRhLZ2DAhiyIJyTm2nq4WAmAPIYwr11HyKtcUNsdX5mC1vKwUBQ6det64F1C3sA3aoJdDKUxR-M9MbF-vEVfU1yDcwa5D8.QQDkF4c8w6AVMKA4RcD7iFNATx4Y30ajEwVfam73jPY&dib_tag=se&keywords=laptop&qid=1752469802&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-79,
B0F6LXGHDL,Lenovo 15,Lenovo,"Lenovo 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Black/1.6 kg/MS Office 2021",22400,4.0,2,1,,https://www.amazon.in/Lenovo-15-Intel-Celeron-N4500/dp/B0F6LXGHDL/ref=sr_1_217?dib=eyJ2IjoiMSJ9.5HE16Eib_LuEMF74Y7__Gz4B_qNUcu3qGfROOgol2nl_p4oMHRj69GqFSsffBFvUdz69o5z42eZvDzhw-YJJOs_tfLMErg5dGYMdESerRMHQjbGRa30Ar0DeuiQAHTha8SAIE6S_vY174mMlJZRN-GfjCsAG_Bmu4_nsghNOZVoXGoqYEFoNS59eaDB3a3IJLpX2e6N8-rt7nimGDbokWZuo0rPmbJMwtPfSdxO2X9k.oL9sm91uTuhGja0rqUuMW1Zyr3z_46bejjG51UF2SdA&dib_tag=se&keywords=laptop&qid=1752474002&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-217,
B0F6RGV9CQ,Lenovo 14,Lenovo,"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",47880,3.0,2,1,,https://www.amazon.in/Lenovo-14-Intel-Core-1255U/dp/B0F6RGV9CQ/ref=sr_1_199_mod_primary_new?dib=eyJ2IjoiMSJ9.exAqQfRx7GOAHhLW-TECVrWLSv7sPqkF66EAX0GBjKO1TO0zjT26C00eWd8uWrHrnOHmfeTcS0LXqXML26FBxgJ9N4wZyNdG8ikXkdZE3k9oT-8tVnbjpRumEtP5pS56MhJrRykxHA79oni9Q5f-ElWQ04hJAF9YLTF3QYnAmhWU8f18VaNzvBb13ys2WhkgERu_iQhiKnT60e0QLfoxOdR8W8paO3IeybbRsp6r2W8.bhUywZ4saPtCFH6ElthNGSkfbvr8jGdclEVdI2dtmws&dib_tag=se&keywords=laptop&qid=1752473572&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-199,
B0F6SYGVLZ,HP 14,HP,"HP 14 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg/MS Office 2021",31990,3.4,5,3,,https://www.amazon.in/HP-14-Ryzen-7520U-Quad/dp/B0F6SYGVLZ/ref=sr_1_271?dib=eyJ2IjoiMSJ9.2igtx3cqcd5gUc-NfZX3Hx6hayfw3MfoC3Tj8OFGCcx7S7iFAcpTC6_BTIVDT7-qulQkahmW_rbOslxm-mJppLTxReEuC6maQv7XxAPJ6MWcczJ7BGveS8hPzD1Axd0J7IIAaFufNi0B8IJs0fXoUs1Z2bCpVy1tcm2_WjzNBZfs1gMQ0nOOt5L8wRmaJNd8to9zdxA3AwVe7b49e_GA6E6ah2OYvYgLtCWvrIHddTY.pmG9sh2m4cjaeUAhJCK1On0znber514KeyZ0lOwbFgE&dib_tag=se&keywords=laptop&qid=1752475341&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-271,
B0F6TJ164J,HP 15,HP,"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(8 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 kg",26490,2.5,13,13,50+,https://www.amazon.in/HP-Radeon-Graphics-Business-Display/dp/B0F6TJ164J/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Z9TFi56zTajnQl04YKEdmlbWn3ZPo-FgZeLv_WsPntrceSzg3bdYFqgdkiKEg5JcqGFHCcOtMgPoji9HlT2plQdW7EcWFDmi451x-bN4pE_Jx-hs0HGoVztaL0_bV5HrNC8vO5rfg9YNrEM3FDKleo2eQqaIu-plUgdAV1AsjgdxNvlGig4ZXpHPRX3Tp_irIi7MEOQntbL2rxFq5_3NfiDK_c0_Z6OJ1zVW-6ElADc.N7ywBX-IkA6sMJCua9RACs6vbCAtjicNKUWI5hpZndU&dib_tag=se&keywords=laptop&qid=1752468099&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-25,
B0F6TKGHLG,HP 15,HP,"HP 15 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 kg/MS Office 2021",30650,2.8,10,5,50+,https://www.amazon.in/HP-15-Ryzen-7520U-Quad/dp/B0F6TKGHLG/ref=sr_1_67?dib=eyJ2IjoiMSJ9.Nc0tFlHW9FxjceVtzJ8PaC2hk27m45lJ5wVqHIKYUoS-u-ugNQ6EXSjSZmZeHZlAFy2dGLJZBM5bn0uQF8I-b6hmAOOqqEdO-0lOw9DLRb0zFmsDQ-5Ack22GV6txuEDhxt4ga1c2-C8EaRhLZ2DAhiyIJyTm2nq4WAmAPIYwr11HyKtcUNsdX5mC1vKwUBQ6det64F1C3sA3aoJdDKUxR-M9MbF-vEVfU1yDcwa5D8.QQDkF4c8w6AVMKA4RcD7iFNATx4Y30ajEwVfam73jPY&dib_tag=se&keywords=laptop&qid=1752469802&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-67,
B0F6TSW761,HP 15,HP,"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 kg",28130,2.1,3,2,50+,https://www.amazon.in/HP-15-Ryzen-7320U-Quad/dp/B0F6TSW761/ref=sr_1_263?dib=eyJ2IjoiMSJ9.2igtx3cqcd5gUc-NfZX3Hx6hayfw3MfoC3Tj8OFGCcx7S7iFAcpTC6_BTIVDT7-qulQkahmW_rbOslxm-mJppLTxReEuC6maQv7XxAPJ6MWcczJ7BGveS8hPzD1Axd0J7IIAaFufNi0B8IJs0fXoUs1Z2bCpVy1tcm2_WjzNBZfs1gMQ0nOOt5L8wRmaJNd8to9zdxA3AwVe7b49e_GA6E6ah2OYvYgLtCWvrIHddTY.pmG9sh2m4cjaeUAhJCK1On0znber514KeyZ0lOwbFgE&dib_tag=se&keywords=laptop&qid=1752475341&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-263,
B0F837CQSW,15IRX9,Lenovo,"Lenovo LOQ AMD Ryzen 7 7435HS | NVIDIA RTX 3050A 4GB (24GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00GDIN AI Gaming Laptop",67990,4.2,10,5,50+,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjE4OTE1NzY5MDE3OTMxOjE3NTI0NzMwOTI6c3BfbXRmOjMwMDYwOTUxMzAxOTQzMjo6MDo6&url=%2FLenovo-7435HS-Refresh-Windows-83JC00GDIN%2Fdp%2FB0F837CQSW%2Fref%3Dsr_1_188_sspa%3Fdib%3DeyJ2IjoiMSJ9.WtpsWxwMq7xJR7BSFSkndcMi6ORzbolWY3fmWDKWQpwgrUhVLExjz3pYW0eXwoD44KRXi8qcDFZBl--P-7JXefrCGUHBzgFnVE39lWbpDhvpf5LI_2gKhJZmlKQwOFeSAoA2vYjgphnXqlb4__HtV-4U-kh9DL8R_rCmJhL9u4G4AQ1j9U2xpp_iYImKKThplk5Ln6FtMF2age-asr8nqbUIolcsqeg9dSlbi-n8SzM.gskHHY5avOofeUWxjvhIsEUS_K2nviuRTrskzBFO9Wk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752473092%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-188-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,Colour: R7 | 24GB | RTX 3050A
B0F8MX6QK1,15ALC7,Lenovo,"Lenovo IdeaPad 1 AMD Ryzen 5 5625U 15.6 inch (38.5cm) FHD Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/3 Month Game Pass/Grey/1.6Kg), 82R4011CIN",36990,4.1,2057,431,400+,https://www.amazon.in/Lenovo-IdeaPad-38-5cm-Windows-82R4011CIN/dp/B0F8MX6QK1/ref=sr_1_16?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-16,Style Name: Ryzen 5 5625U
B0F8WC83WT,HP 15,HP,"HP 15 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg",33490,4.0,19,12,50+,https://www.amazon.in/HP-15-Intel-Core-1315U/dp/B0F8WC83WT/ref=sr_1_66?dib=eyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8&dib_tag=se&keywords=laptop&qid=1752469299&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-66,
B0F9X9H4JK,Lenovo 15,Lenovo,"Lenovo 15 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.5 kg/MS Office 2021",50990,1.5,2,2,,https://www.amazon.in/Lenovo-15-Intel-Core-1255U/dp/B0F9X9H4JK/ref=sr_1_234?dib=eyJ2IjoiMSJ9.ZzviYE7WbLKtRuLfnuIWEzoDqwoBUd0cxaN0-83nny_rfzCdhGxBCffwyM3V0rWolj9fEoue5nVbDA0uh164DRHhLC39a9YAc9MrAh46I_ngOQLHm5clJrZQ4DK3xUdvAiKp1SEtc0nykCHQ43R_nACVusNLu-s7Zb4a8YoHT1ZalTwR6eOypNhDDahdKzIG5c1jl1flbsLDN_SECn--3jA5C__yPq5-9PhSVlu8rc4.7tRZLEXsd_VMgXHce3dsME4Rt3GuZ24cGiXmli26Pxc&dib_tag=se&keywords=laptop&qid=1752474505&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-234,
B0FCD9LKLZ,250 G9,HP,"HP Professional 15, 12th Gen Intel Core Celeron-N4500 Turbo Boost, 8GB DDR4, 256GB SSD, (Win 11 Pro, MSO 21Pro, Gray, 1.59kg), 15.6 inch, UHD Graphics, Numeric KB, Business Laptop",22220,4.8,9,7,200+,https://www.amazon.in/HP-Professional-Celeron-N4500-Graphics-Business/dp/B0FCD9LKLZ/ref=sr_1_5?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-5,
B0FDKPZHB7,C25MSPA,HP,"HP Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5050 (Upgradeable 24GB DDR5, 1TB SSD) FHD, 144Hz, IPS, 300nits, 15.6''/39.6cm, Win11, M365*Office24, Mica Silver, 2.29kg, fa2309TX, RGB, Gaming Laptop",106990,4.0,2,2,,https://www.amazon.in/HP-i7-13620H-Upgradeable-Office24-fa2309TX/dp/B0FDKPZHB7/ref=sr_1_148?dib=eyJ2IjoiMSJ9.rktwdNeRNfGeZv66RZd18IZnUlsbX6oFtvP6qFnQYEMbnBtcSe9ci0rw111LXk75Algh2eKNKCrY2_K0pgd_krZWi6ZWddsWZAYNyB-RebCsrWtBbG6DIDcpB2ZU1NSuRzvD4VIFR6WhvYYVsVPvgYkbHr4_RT0wYYIjftF2qVNf3pmuKcueoV5Np6LOXWGf7s4JxdJWe33mFA3H8mRcjek9PeKcs_ARcBmXakcamSA.X4_ng4xUzssJT0Wd_L0NM7Pyy5KSLmjRKeMydbAXu4w&dib_tag=se&keywords=laptop&qid=1752472188&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-148,Size: 8GB RTX 5050
B0FG3LB357,15IAX9E,Lenovo,"Lenovo LOQ Essential Intel Core i5-12450HX| NVIDIA RTX 3050 6GB (12GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/3 Mon. Game Pass/Grey/1.7Kg), 83LK006AIN AI Gaming Laptop",62490,3.7,50,25,,https://www.amazon.in/Lenovo-Essential-i5-12450HX-Refresh-83LK006AIN/dp/B0FG3LB357/ref=sr_1_177?dib=eyJ2IjoiMSJ9.rSVsamiOfFG6CViiQaccLMJTVX6_R1XLeUgDLIojO99o6xNVdHlQ7mVWRhOqHDLo_iybVK4eD8dQUswqedgeNLDs6W2flTgt-__gxrlTXITKjwmz6GDPcWnFlKC_nBJ85mWwTnupQUkS1moLI7nmwngfjwKoHfyi1jRcfrU_gygKAduFY48CFlLFRhJdksmmHAPNKckpkRN4vu_M3VYxFx3TkP-1V22dz3kDLMy7nwc.1IocY6PMaL5Uc3bl1FKMbCTaHcnH5PnqhTk1-xewG98&dib_tag=se&keywords=laptop&qid=1752472648&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-177,Colour: Luna Grey
